neighbourhood_cleansed,latitude,longitude
"Union Station, Stanton Park, Kingman Park",38.89499,-76.98288
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9153,-77.00988
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92507,-77.02931
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86982,-76.98516
"Capitol Hill, Lincoln Park",38.87958,-76.98286
"North Michigan Park, Michigan Park, University Heights",38.94926452636719,-76.99666595458984
"Capitol Hill, Lincoln Park",38.88455,-76.99244
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91508,-77.01158
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91221,-77.01351
"Brightwood Park, Crestwood, Petworth",38.94683,-77.03171
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9205,-77.10038
"Dupont Circle, Connecticut Avenue/K Street",38.91573,-77.04227
"Union Station, Stanton Park, Kingman Park",38.9029,-77.00124
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90048,-77.01931
"Union Station, Stanton Park, Kingman Park",38.89826,-76.9963
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92837,-77.00738
"Capitol Hill, Lincoln Park",38.88636,-77.00438
"Union Station, Stanton Park, Kingman Park",38.89265,-76.99809
"Brightwood Park, Crestwood, Petworth",38.95558,-77.02592
"Takoma, Brightwood, Manor Park",38.96651,-77.02372
"Shaw, Logan Circle",38.90656,-77.03281
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9022,-77.01132
"Dupont Circle, Connecticut Avenue/K Street",38.91082,-77.03823
"Dupont Circle, Connecticut Avenue/K Street",38.91092,-77.03982
"Shaw, Logan Circle",38.91145,-77.03087
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91551,-77.04638
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90737650867861,-77.01247264315987
"Brightwood Park, Crestwood, Petworth",38.95518,-77.01571
"Dupont Circle, Connecticut Avenue/K Street",38.91067,-77.04077
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93205,-77.039
"Capitol Hill, Lincoln Park",38.88345,-76.98013
"Shaw, Logan Circle",38.91277,-77.03106
"Union Station, Stanton Park, Kingman Park",38.89305,-76.99733
"Shaw, Logan Circle",38.90761,-77.02444
"Takoma, Brightwood, Manor Park",38.9619,-77.02101
"North Cleveland Park, Forest Hills, Van Ness",38.94017,-77.05895
"Shaw, Logan Circle",38.90661,-77.02472
"Union Station, Stanton Park, Kingman Park",38.89632,-77.00395
"West End, Foggy Bottom, GWU",38.90275,-77.05315
"Brightwood Park, Crestwood, Petworth",38.94064,-77.01503
"Brightwood Park, Crestwood, Petworth",38.95059,-77.02225
"Brightwood Park, Crestwood, Petworth",38.95061,-77.01963
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91061,-77.0103
"Howard University, Le Droit Park, Cardozo/Shaw",38.91414,-77.03311
"Shaw, Logan Circle",38.91408,-77.02725
"Shaw, Logan Circle",38.91087,-77.0276
"Union Station, Stanton Park, Kingman Park",38.9007,-77.0036
"Shaw, Logan Circle",38.91258,-77.01893
"Georgetown, Burleith/Hillandale",38.90846,-77.06072
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85578,-76.96553
"Union Station, Stanton Park, Kingman Park",38.89412,-77.00172
"Takoma, Brightwood, Manor Park",38.98246,-77.02436
"Colonial Village, Shepherd Park, North Portal Estates",38.97907,-77.02804
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91479,-77.01085
"Union Station, Stanton Park, Kingman Park",38.89255,-76.98669
"Howard University, Le Droit Park, Cardozo/Shaw",38.9174,-77.01854
"Capitol View, Marshall Heights, Benning Heights",38.89253,-76.94021
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91683,-77.0106
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91301,-77.00682
"Capitol Hill, Lincoln Park",38.87975,-76.9876
"Georgetown, Burleith/Hillandale",38.90673,-77.06816
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92383,-77.04273
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9022,-77.01132
"Capitol View, Marshall Heights, Benning Heights",38.89305,-76.93953
"Union Station, Stanton Park, Kingman Park",38.89706,-76.99897
"Shaw, Logan Circle",38.91382,-77.02631
"Capitol Hill, Lincoln Park",38.88836,-76.99037
"Capitol Hill, Lincoln Park",38.89183,-76.99971
"Georgetown, Burleith/Hillandale",38.91397,-77.07222
"Dupont Circle, Connecticut Avenue/K Street",38.91597,-77.03552
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90322,-76.98674
"Union Station, Stanton Park, Kingman Park",38.89509,-76.99608
"Capitol Hill, Lincoln Park",38.88007,-76.98192
"Union Station, Stanton Park, Kingman Park",38.90188,-76.98919
"Capitol Hill, Lincoln Park",38.88969,-76.97957
"Takoma, Brightwood, Manor Park",38.9678,-77.02679
"Dupont Circle, Connecticut Avenue/K Street",38.91195,-77.04665
"Howard University, Le Droit Park, Cardozo/Shaw",38.91956,-77.02795
"Union Station, Stanton Park, Kingman Park",38.89312,-76.99792
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90081,-77.0105
"Brightwood Park, Crestwood, Petworth",38.94489,-77.01958
"Union Station, Stanton Park, Kingman Park",38.89606,-76.98222
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905,-77.03016
"Shaw, Logan Circle",38.90988,-77.01904
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92126,-77.03461
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91972,-77.01191
"Capitol Hill, Lincoln Park",38.88611,-76.99037
"Capitol Hill, Lincoln Park",38.88763,-76.98048
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87157,-76.97075
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92655,-77.03313
"Brightwood Park, Crestwood, Petworth",38.95764,-77.02244
"Dupont Circle, Connecticut Avenue/K Street",38.90698,-77.04627
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93224,-77.03706
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9013,-76.98399
"Takoma, Brightwood, Manor Park",38.9671,-77.02659
"Georgetown, Burleith/Hillandale",38.90686,-77.06202
"Georgetown, Burleith/Hillandale",38.90573,-77.0601
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91297,-77.01579
"Capitol Hill, Lincoln Park",38.88579,-76.99464
"Brookland, Brentwood, Langdon",38.92213,-76.99104
"Howard University, Le Droit Park, Cardozo/Shaw",38.92006,-77.02991
"Brightwood Park, Crestwood, Petworth",38.93594,-77.04564
"West End, Foggy Bottom, GWU",38.89726,-77.04601
"Capitol Hill, Lincoln Park",38.87909,-76.98961
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91959,-77.0125
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91679,-77.04417
"Union Station, Stanton Park, Kingman Park",38.90007,-76.99026
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93211,-77.02683
"Dupont Circle, Connecticut Avenue/K Street",38.90982,-77.04691
"Friendship Heights, American University Park, Tenleytown",38.9453,-77.08925
"Brightwood Park, Crestwood, Petworth",38.94837,-77.01926
"Brightwood Park, Crestwood, Petworth",38.9561,-77.02281
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91671,-77.0098
"Union Station, Stanton Park, Kingman Park",38.8952,-76.98829
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93286,-77.03822
"Brightwood Park, Crestwood, Petworth",38.94295,-77.02035
"Capitol Hill, Lincoln Park",38.87777,-76.98958
"Shaw, Logan Circle",38.91255,-77.02197
"Capitol Hill, Lincoln Park",38.87884,-76.98915
"Capitol Hill, Lincoln Park",38.89004,-76.99218
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8993,-77.02031
"Capitol Hill, Lincoln Park",38.88922,-76.99256
"Capitol Hill, Lincoln Park",38.89184,-76.99908
"Union Station, Stanton Park, Kingman Park",38.89346,-76.99714
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90151,-76.93816
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93737,-77.03686
"Dupont Circle, Connecticut Avenue/K Street",38.90747,-77.04633
"Dupont Circle, Connecticut Avenue/K Street",38.91308,-77.047
"Shaw, Logan Circle",38.90719,-77.01581
"Near Southeast, Navy Yard",38.877,-76.98814
"Capitol Hill, Lincoln Park",38.88588,-77.00575
"Union Station, Stanton Park, Kingman Park",38.89925,-76.99838
"Union Station, Stanton Park, Kingman Park",38.899143293936405,-76.9961385905439
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9135,-77.01514
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92092,-77.03648
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127
"Dupont Circle, Connecticut Avenue/K Street",38.91523,-77.04346
"Shaw, Logan Circle",38.90606,-77.02992
"Shaw, Logan Circle",38.90769,-77.03426
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92446,-77.0421
"Howard University, Le Droit Park, Cardozo/Shaw",38.91648,-77.02868
"Howard University, Le Droit Park, Cardozo/Shaw",38.91726,-77.02594
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91114,-77.01358
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.94348,-77.09491
"Union Station, Stanton Park, Kingman Park",38.89229,-76.99726
"Capitol Hill, Lincoln Park",38.87732,-76.98804
"Capitol Hill, Lincoln Park",38.87896,-76.98772
"Capitol Hill, Lincoln Park",38.87718,-76.98758
"Capitol Hill, Lincoln Park",38.87925,-76.98816
"Capitol Hill, Lincoln Park",38.8792,-76.98741
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.929,-77.03892
"Shaw, Logan Circle",38.91074752807617,-77.02989959716797
"Union Station, Stanton Park, Kingman Park",38.90231,-76.9958
"Dupont Circle, Connecticut Avenue/K Street",38.90627,-77.04464
"Capitol Hill, Lincoln Park",38.88073,-76.9819
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92455,-77.03025
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9305,-77.01925
"North Michigan Park, Michigan Park, University Heights",38.94672,-76.99333
"North Cleveland Park, Forest Hills, Van Ness",38.94302,-77.06159
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9119,-77.01638
"Brightwood Park, Crestwood, Petworth",38.94094,-77.0363
"Shaw, Logan Circle",38.91088,-77.02675
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91403548903936,-77.01114023410936
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92105,-77.03344
"Dupont Circle, Connecticut Avenue/K Street",38.91187,-77.04554
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90512,-76.98877
"Dupont Circle, Connecticut Avenue/K Street",38.91464,-77.03771
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96141,-77.00045
"Dupont Circle, Connecticut Avenue/K Street",38.91019,-77.03943
"Dupont Circle, Connecticut Avenue/K Street",38.91221,-77.0376
"Mayfair, Hillbrook, Mahaning Heights",38.8943,-76.94136
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92707,-77.02331
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91084,-77.00718
"Shaw, Logan Circle",38.90863,-77.02253
"West End, Foggy Bottom, GWU",38.90382,-77.05144
"Union Station, Stanton Park, Kingman Park",38.89292,-76.98007
"Capitol Hill, Lincoln Park",38.87726,-76.98744
"Capitol Hill, Lincoln Park",38.87909,-76.98778
"Howard University, Le Droit Park, Cardozo/Shaw",38.92149,-77.01564
"Capitol Hill, Lincoln Park",38.8775,-76.98734
"West End, Foggy Bottom, GWU",38.90719,-77.04937
"Near Southeast, Navy Yard",38.87715,-76.98889
"Near Southeast, Navy Yard",38.87707,-76.9876
"Near Southeast, Navy Yard",38.87714,-76.98878
"Capitol Hill, Lincoln Park",38.87918,-76.98947
"Union Station, Stanton Park, Kingman Park",38.8935,-76.99832
"Brightwood Park, Crestwood, Petworth",38.95546,-77.02257
"Capitol Hill, Lincoln Park",38.89,-76.99119
"Cathedral Heights, McLean Gardens, Glover Park",38.92045,-77.0748
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8711,-77.01347
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9326,-77.03523
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90684,-77.01213
"Shaw, Logan Circle",38.90576,-77.02533
"Hawthorne, Barnaby Woods, Chevy Chase",38.98157,-77.05661
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90522,-76.98539
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9702,-77.01131
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97184,-77.01228
"Shaw, Logan Circle",38.9109,-77.03088
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91692,-77.00879
"Shaw, Logan Circle",38.91208,-77.02798
"Howard University, Le Droit Park, Cardozo/Shaw",38.91561,-77.03228
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90564,-76.98327
"Dupont Circle, Connecticut Avenue/K Street",38.90966,-77.03465
"Shaw, Logan Circle",38.91128,-77.03027
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93586,-77.05811
"Capitol Hill, Lincoln Park",38.88156,-76.98692
"Brookland, Brentwood, Langdon",38.92157,-76.98393
"Dupont Circle, Connecticut Avenue/K Street",38.91516,-77.03645
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90048,-77.01628
"Takoma, Brightwood, Manor Park",38.96359,-77.01617
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89853,-77.02038
"Takoma, Brightwood, Manor Park",38.96444,-77.01746
"Woodridge, Fort Lincoln, Gateway",38.927192845687685,-76.96307839397628
"Union Station, Stanton Park, Kingman Park",38.89475,-76.97904
"Capitol Hill, Lincoln Park",38.87753,-76.98328
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92566,-77.03135
"Union Station, Stanton Park, Kingman Park",38.90546,-77.00552
"Capitol Hill, Lincoln Park",38.88663,-76.98857
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90478,-76.98926
"Brookland, Brentwood, Langdon",38.92157,-76.98393
"Near Southeast, Navy Yard",38.87713,-76.98784
"Georgetown, Burleith/Hillandale",38.90955,-77.05489
"Union Station, Stanton Park, Kingman Park",38.9024,-76.99078
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93563,-77.0314
"Brightwood Park, Crestwood, Petworth",38.93662,-77.0294
"Sheridan, Barry Farm, Buena Vista",38.85829,-76.9916
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91825,-77.01396
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91715,-77.00186
"West End, Foggy Bottom, GWU",38.903,-77.05091
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9041,-76.97904
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9159,-76.9836
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92052,-77.03582
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93692,-77.03263
"Brightwood Park, Crestwood, Petworth",38.94878,-77.02984
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92476,-77.10143
"Union Station, Stanton Park, Kingman Park",38.8969,-76.98716
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92641,-77.10285
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89776,-77.01941
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92647,-77.02754
"Brightwood Park, Crestwood, Petworth",38.94358,-77.03729
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90508,-77.0281
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9216,-77.04326
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92881,-76.9943
"Union Station, Stanton Park, Kingman Park",38.89379,-76.9917
"Capitol Hill, Lincoln Park",38.88129,-76.98822
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86904,-76.96532
"Capitol View, Marshall Heights, Benning Heights",38.88447,-76.92891
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9249,-77.00871
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93535,-77.03118
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92217,-77.00045
"Brightwood Park, Crestwood, Petworth",38.94575,-77.02735
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93175,-77.03918
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92491,-77.10088
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92637,-77.10271
"Brightwood Park, Crestwood, Petworth",38.9584,-77.02913
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93691,-77.03247
"Union Station, Stanton Park, Kingman Park",38.89259,-76.98943
"Capitol Hill, Lincoln Park",38.88329,-76.97738
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92024,-77.04684
"Congress Heights, Bellevue, Washington Highlands",38.83984,-76.99093
"Capitol View, Marshall Heights, Benning Heights",38.87995,-76.9287
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93797,-77.01725
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90349,-77.01974
Historic Anacostia,38.86156,-76.988
"Union Station, Stanton Park, Kingman Park",38.89429,-76.99356
"Capitol Hill, Lincoln Park",38.88287,-77.00113
"Takoma, Brightwood, Manor Park",38.9692,-77.02507
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88045,-77.02455
"Brightwood Park, Crestwood, Petworth",38.93899,-77.02758
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93295,-77.04452
"Friendship Heights, American University Park, Tenleytown",38.94719,-77.08178
"Union Station, Stanton Park, Kingman Park",38.89634,-76.98656
"Capitol Hill, Lincoln Park",38.8782,-76.98414
"Takoma, Brightwood, Manor Park",38.96781,-77.0248
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86325,-76.94915
"Woodridge, Fort Lincoln, Gateway",38.92133,-76.95899
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86674,-76.94832
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91174,-77.00617
"Union Station, Stanton Park, Kingman Park",38.90459,-77.0056
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91902,-77.00926
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91798,-77.01433
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92032,-77.03317
"Shaw, Logan Circle",38.91306,-77.03339
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92657,-77.02817
